movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
FrozenÂ ,Chris Buck,406,102,Maurice LaMarche,Josh Gad,Adventure,Animation,"$400,736,600.00 ",904,English,USA,PG,"$150,000,000.00 ",2013,7.6,421658,"$250,736,600.00"
The Matrix ReloadedÂ ,Lana Wachowski,275,138,Daniel Bernhardt,Steve Bastoni,Action,Sci-Fi,"$281,492,479.00 ",2789,English,USA,R,"$150,000,000.00 ",2003,7.2,421818,"$131,492,479.00"
Thor: The Dark WorldÂ ,Alan Taylor,486,112,Natalie Portman,Chris Hemsworth,Action,Adventure,"$206,360,018.00 ",532,English,USA,PG-13,"$170,000,000.00 ",2013,7.1,414070,"$36,360,018.00"
Mad Max: Fury RoadÂ ,George Miller,739,120,Charlize Theron,Tom Hardy,Action,Adventure,"$153,629,485.00 ",1588,English,Australia,R,"$150,000,000.00 ",2015,8.1,552503,"$3,629,485.00"
Angels & DemonsÂ ,Ron Howard,298,146,Ayelet Zurer,Tom Hanks,Mystery,Thriller,"$133,375,846.00 ",435,English,USA,PG-13,"$150,000,000.00 ",2009,6.7,207839,"-$16,624,154.00"
ThorÂ ,Kenneth Branagh,516,115,Natalie Portman,Chris Hemsworth,Action,Adventure,"$181,015,141.00 ",738,English,USA,PG-13,"$150,000,000.00 ",2011,7,536314,"$31,015,141.00"
BoltÂ ,Byron Howard,225,96,Diedrich Bader,ChloÃ« Grace Moretz,Adventure,Animation,"$114,053,579.00 ",178,English,USA,PG,"$150,000,000.00 ",2008,6.9,146766,"-$35,946,421.00"
G-ForceÂ ,Hoyt Yeatman,145,88,Piper Mackenzie Harris,Kelli Garner,Action,Adventure,"$119,420,252.00 ",90,English,USA,PG,"$150,000,000.00 ",2009,5.1,33042,"-$30,579,748.00"
Wrath of the TitansÂ ,Jonathan Liebesman,310,99,Edgar RamÃ?rez,Liam Neeson,Action,Adventure,"$83,640,426.00 ",253,English,USA,PG-13,"$150,000,000.00 ",2012,5.8,152826,"-$66,359,574.00"
Dark ShadowsÂ ,Tim Burton,526,113,ChloÃ« Grace Moretz,Johnny Depp,Comedy,Fantasy,"$79,711,678.00 ",479,English,USA,PG-13,"$100,000,000.00 ",2012,6.2,199039,"-$20,288,322.00"
Mission: Impossible - Rogue NationÂ ,Christopher McQuarrie,465,131,Jeremy Renner,Tom Cruise,Action,Adventure,"$195,000,874.00 ",440,English,China,PG-13,"$150,000,000.00 ",2015,7.4,232187,"$45,000,874.00"
The WolfmanÂ ,Joe Johnston,357,119,Simon Merrells,Anthony Hopkins,Drama,Fantasy,"$61,937,495.00 ",432,English,USA,R,"$150,000,000.00 ",2010,5.8,89442,"-$88,062,505.00"
Bee MovieÂ ,Steve Hickner,194,91,Oprah Winfrey,Matthew Broderick,Adventure,Animation,"$126,597,121.00 ",206,English,USA,PG,"$150,000,000.00 ",2007,6.2,105902,"-$23,402,879.00"
Kung Fu Panda 2Â ,Jennifer Yuh Nelson,284,90,Gary Oldman,Angelina Jolie Pitt,Action,Adventure,"$165,230,261.00 ",209,English,USA,PG,"$150,000,000.00 ",2011,7.3,182718,"$15,230,261.00"
The Last AirbenderÂ ,M. Night Shyamalan,280,103,Noah Ringer,Seychelle Gabriel,Action,Adventure,"$131,564,731.00 ",1382,English,USA,PG,"$150,000,000.00 ",2010,4.2,118951,"-$18,435,269.00"
Mission: Impossible IIIÂ ,J.J. Abrams,310,124,Tom Cruise,Philip Seymour Hoffman,Action,Adventure,"$133,382,309.00 ",871,English,USA,PG-13,"$150,000,000.00 ",2006,6.9,256695,"-$16,617,691.00"
White House DownÂ ,Roland Emmerich,339,131,Jake Weber,Channing Tatum,Action,Drama,"$73,103,784.00 ",434,English,USA,PG-13,"$150,000,000.00 ",2013,6.4,164238,"-$76,896,216.00"
Mars Needs MomsÂ ,Simon Wells,132,88,Dan Fogler,Elisabeth Harnois,Action,Adventure,"$21,379,315.00 ",112,English,USA,PG,"$150,000,000.00 ",2011,5.4,17590,"-$128,620,685.00"
Flushed AwayÂ ,David Bowers,135,85,Kate Winslet,Hugh Jackman,Adventure,Animation,"$64,459,316.00 ",122,English,UK,PG,"$149,000,000.00 ",2006,6.7,85086,"-$84,540,684.00"
PanÂ ,Joe Wright,256,111,Cara Delevingne,Hugh Jackman,Adventure,Family,"$34,964,818.00 ",186,English,USA,PG,"$150,000,000.00 ",2015,5.8,39956,"-$115,035,182.00"
Mr. Peabody & ShermanÂ ,Rob Minkoff,196,92,Zach Callison,Ty Burrell,Adventure,Animation,"$111,505,642.00 ",130,English,USA,PG,"$145,000,000.00 ",2014,6.9,47900,"-$33,494,358.00"
TroyÂ ,Wolfgang Petersen,220,196,Orlando Bloom,Brad Pitt,Adventure,NA,"$133,228,348.00 ",1694,English,USA,R,"$175,000,000.00 ",2004,7.2,381672,"-$41,771,652.00"
Madagascar 3: Europe's Most WantedÂ ,Eric Darnell,211,93,Martin Short,Jada Pinkett Smith,Adventure,Animation,"$216,366,733.00 ",154,English,USA,PG,"$145,000,000.00 ",2012,6.9,119213,"$71,366,733.00"
Die Another DayÂ ,Lee Tamahori,264,133,Colin Salmon,Toby Stephens,Action,Adventure,"$160,201,106.00 ",1185,English,UK,PG-13,"$142,000,000.00 ",2002,6.1,169914,"$18,201,106.00"
GhostbustersÂ ,Paul Feig,464,116,Kate McKinnon,Ed Begley Jr.,Action,Comedy,"$118,099,659.00 ",1211,English,USA,PG-13,"$144,000,000.00 ",2016,5.5,69757,"-$25,900,341.00"
ArmageddonÂ ,Michael Bay,167,153,Steve Buscemi,Bruce Willis,Action,Adventure,"$201,573,391.00 ",1171,English,USA,PG-13,"$140,000,000.00 ",1998,6.6,322395,"$61,573,391.00"
Men in Black IIÂ ,Barry Sonnenfeld,208,88,Rosario Dawson,Will Smith,Action,Adventure,"$190,418,803.00 ",606,English,USA,PG-13,"$140,000,000.00 ",2002,6.1,270207,"$50,418,803.00"
BeowulfÂ ,Robert Zemeckis,287,115,Anthony Hopkins,Robin Wright,Action,Adventure,"$82,161,969.00 ",505,English,USA,PG-13,"$150,000,000.00 ",2007,6.3,142440,"-$67,838,031.00"
Kung Fu Panda 3Â ,Alessandro Carloni,210,95,Angelina Jolie Pitt,J.K. Simmons,Action,Adventure,"$143,523,463.00 ",145,English,USA,PG,"$145,000,000.00 ",2016,7.2,64322,"-$1,476,537.00"
Mission: Impossible - Ghost ProtocolÂ ,Brad Bird,432,133,Jeremy Renner,Tom Cruise,Action,Adventure,"$209,364,921.00 ",512,English,USA,PG-13,"$145,000,000.00 ",2011,7.4,365104,"$64,364,921.00"
Rise of the GuardiansÂ ,Peter Ramsey,256,97,Kamil McFadden,Hugh Jackman,Adventure,Animation,"$103,400,692.00 ",174,English,USA,PG,"$145,000,000.00 ",2012,7.3,123553,"-$41,599,308.00"
Fun with Dick and JaneÂ ,Dean Parisot,135,90,Richard Burgi,John Michael Higgins,Comedy,Crime,"$110,332,737.00 ",258,English,USA,PG-13,"$100,000,000.00 ",2005,6.1,110788,"$10,332,737.00"
The Last SamuraiÂ ,Edward Zwick,190,154,Tony Goldwyn,Tom Cruise,Action,Drama,"$111,110,575.00 ",928,English,USA,R,"$140,000,000.00 ",2003,7.7,317166,"-$28,889,425.00"
Exodus: Gods and KingsÂ ,Ridley Scott,314,150,MarÃ?a Valverde,Christian Bale,Action,Adventure,"$65,007,045.00 ",657,English,UK,PG-13,"$140,000,000.00 ",2014,6.1,128682,"-$74,992,955.00"
Star TrekÂ ,J.J. Abrams,518,127,Leonard Nimoy,Chris Hemsworth,Action,Adventure,"$257,704,099.00 ",1559,English,USA,PG-13,"$150,000,000.00 ",2009,8,504419,"$107,704,099.00"
Spider-ManÂ ,Sam Raimi,291,121,James Franco,J.K. Simmons,Action,Adventure,"$403,706,375.00 ",2012,English,USA,PG-13,"$139,000,000.00 ",2002,7.3,544665,"$264,706,375.00"
How to Train Your Dragon 2Â ,Dean DeBlois,292,102,Djimon Hounsou,Gerard Butler,Action,Adventure,"$176,997,107.00 ",343,English,USA,PG,"$145,000,000.00 ",2014,7.9,221128,"$31,997,107.00"
Gods of EgyptÂ ,Alex Proyas,184,126,Elodie Yung,Gerard Butler,Action,Adventure,"$31,141,074.00 ",273,English,USA,PG-13,"$140,000,000.00 ",2016,5.5,51892,"-$108,858,926.00"
StealthÂ ,Rob Cohen,145,121,Joe Morton,Sam Shepard,Action,Adventure,"$31,704,416.00 ",388,English,USA,PG-13,"$135,000,000.00 ",2005,5,45455,"-$103,295,584.00"
WatchmenÂ ,Zack Snyder,451,215,Billy Crudup,Matt Frewer,Action,Drama,"$107,503,316.00 ",1229,English,USA,R,"$130,000,000.00 ",2009,7.7,392474,"-$22,496,684.00"
Lethal Weapon 4Â ,Richard Donner,141,127,Rene Russo,Jet Li,Action,Crime,"$129,734,803.00 ",287,English,USA,R,"$140,000,000.00 ",1998,6.6,127497,"-$10,265,197.00"
HulkÂ ,Ang Lee,267,138,Regi Davis,Kevin Rankin,Action,Sci-Fi,"$132,122,995.00 ",1445,English,USA,PG-13,"$137,000,000.00 ",2003,5.7,212106,"-$4,877,005.00"
G.I. Joe: RetaliationÂ ,Jon M. Chu,351,122,Dwayne Johnson,Channing Tatum,Action,Adventure,"$122,512,052.00 ",288,English,USA,PG-13,"$130,000,000.00 ",2013,5.8,146352,"-$7,487,948.00"
SaharaÂ ,Breck Eisner,163,124,Rainn Wilson,Matthew McConaughey,Action,Adventure,"$68,642,452.00 ",463,English,UK,PG-13,"$130,000,000.00 ",2005,6,77673,"-$61,357,548.00"
Final Fantasy: The Spirits WithinÂ ,Hironobu Sakaguchi,166,106,Ming-Na Wen,Steve Buscemi,Action,Adventure,"$32,131,830.00 ",788,English,USA,PG-13,"$137,000,000.00 ",2001,6.4,72259,"-$104,868,170.00"
Captain America: The First AvengerÂ ,Joe Johnston,510,124,Dominic Cooper,Chris Evans,Action,Adventure,"$176,636,816.00 ",679,English,USA,PG-13,"$140,000,000.00 ",2011,6.9,508818,"$36,636,816.00"
The World Is Not EnoughÂ ,Michael Apted,197,128,Maria Grazia Cucinotta,Colin Salmon,Action,Adventure,"$126,930,660.00 ",683,English,UK,PG-13,"$135,000,000.00 ",1999,6.4,157519,"-$8,069,340.00"
Master and Commander: The Far Side of the WorldÂ ,Peter Weir,244,138,Lee Ingleby,James D'Arcy,Action,Adventure,"$93,926,386.00 ",684,English,USA,PG-13,"$150,000,000.00 ",2003,7.4,168207,"-$56,073,614.00"
The Twilight Saga: Breaking Dawn - Part 2Â ,Bill Condon,322,115,Kristen Stewart,Robert Pattinson,Adventure,Drama,"$292,298,923.00 ",329,English,USA,PG-13,"$120,000,000.00 ",2012,5.5,185394,"$172,298,923.00"
Happy Feet 2Â ,George Miller,156,100,Brad Pitt,Robin Williams,Animation,Comedy,"$63,992,328.00 ",79,English,Australia,PG,"$135,000,000.00 ",2011,5.9,32399,"-$71,007,672.00"
The Incredible HulkÂ ,Louis Leterrier,354,135,Peter Mensah,Ty Burrell,Action,Adventure,"$134,518,390.00 ",643,English,USA,PG-13,"$150,000,000.00 ",2008,6.8,326286,"-$15,481,610.00"
Miami ViceÂ             ,Unknown,21,60,Philip Michael Thomas,Don Johnson,Action,Crime,"$25,517,500.00 ",74,English,USA,TV-14,"$1,500,000.00 ",2005,7.5,16769,"$24,017,500.00"
The BFGÂ ,Steven Spielberg,252,117,Penelope Wilton,Mark Rylance,Adventure,Family,"$52,792,307.00 ",106,English,UK,PG,"$140,000,000.00 ",2016,6.8,12572,"-$87,207,693.00"
The RevenantÂ ,Alejandro G. IÃ±Ã¡rritu,556,156,Tom Hardy,Leonardo DiCaprio,Adventure,Drama,"$183,635,922.00 ",1188,English,USA,R,"$135,000,000.00 ",2015,8.1,406020,"$48,635,922.00"
TurboÂ ,David Soren,166,96,Snoop Dogg,Ryan Reynolds,Adventure,Animation,"$83,024,900.00 ",90,English,USA,PG,"$135,000,000.00 ",2013,6.5,62424,"-$51,975,100.00"
RangoÂ ,Gore Verbinski,362,107,Ray Winstone,Johnny Depp,Adventure,Animation,"$123,207,194.00 ",337,English,USA,PG,"$135,000,000.00 ",2011,7.2,183208,"-$11,792,806.00"
Penguins of MadagascarÂ ,Eric Darnell,153,92,Annet Mahendru,Benedict Cumberbatch,Adventure,Animation,"$83,348,920.00 ",118,English,USA,PG,"$132,000,000.00 ",2014,6.7,60230,"-$48,651,080.00"
The Bourne UltimatumÂ ,Paul Greengrass,329,115,Edgar RamÃ?rez,Matt Damon,Action,Mystery,"$227,137,090.00 ",820,English,USA,PG-13,"$110,000,000.00 ",2007,8.1,491077,"$117,137,090.00"
Kung Fu PandaÂ ,Mark Osborne,266,92,Wayne Knight,Angelina Jolie Pitt,Action,Adventure,"$215,395,021.00 ",360,English,USA,PG,"$130,000,000.00 ",2008,7.6,307029,"$85,395,021.00"
Ant-ManÂ ,Peyton Reed,517,117,Hayley Atwell,Judy Greer,Action,Adventure,"$180,191,634.00 ",549,English,USA,PG-13,"$130,000,000.00 ",2015,7.4,313866,"$50,191,634.00"
The Hunger Games: Catching FireÂ ,Francis Lawrence,502,146,Josh Hutcherson,Jennifer Lawrence,Adventure,Sci-Fi,"$424,645,577.00 ",706,English,USA,PG-13,"$130,000,000.00 ",2013,7.6,498397,"$294,645,577.00"
HomeÂ ,Tim Johnson,165,94,Matt Jones,Jim Parsons,Adventure,Animation,"$177,343,675.00 ",214,English,USA,PG,"$135,000,000.00 ",2015,6.7,70121,"$42,343,675.00"
War of the WorldsÂ ,Steven Spielberg,401,116,Lisa Ann Walter,Tom Cruise,Adventure,Sci-Fi,"$234,277,056.00 ",2741,English,USA,PG-13,"$132,000,000.00 ",2005,6.5,334345,"$102,277,056.00"
Bad Boys IIÂ ,Michael Bay,94,147,Henry Rollins,Will Smith,Action,Comedy,"$138,396,624.00 ",511,English,USA,R,"$130,000,000.00 ",2003,6.6,178126,"$8,396,624.00"
Puss in BootsÂ ,Chris Miller,246,90,Constance Marie,Salma Hayek,Action,Adventure,"$149,234,747.00 ",137,English,USA,PG,"$130,000,000.00 ",2011,6.7,114287,"$19,234,747.00"
SaltÂ ,Phillip Noyce,330,101,Andre Braugher,Angelina Jolie Pitt,Action,Crime,"$118,311,368.00 ",514,English,USA,PG-13,"$110,000,000.00 ",2010,6.4,245621,"$8,311,368.00"
NoahÂ ,Darren Aronofsky,434,138,Emma Watson,Anthony Hopkins,Action,Adventure,"$101,160,529.00 ",1240,English,USA,PG-13,"$125,000,000.00 ",2014,5.8,200022,"-$23,839,471.00"
The Adventures of TintinÂ ,Steven Spielberg,440,107,Mackenzie Crook,Toby Jones,Action,Adventure,"$77,564,037.00 ",447,English,USA,PG,"$135,000,000.00 ",2011,7.4,177383,"-$57,435,963.00"
Harry Potter and the Prisoner of AzkabanÂ ,Alfonso CuarÃ?n,274,142,Gary Oldman,Daniel Radcliffe,Adventure,Family,"$249,358,727.00 ",1504,English,UK,PG,"$130,000,000.00 ",2004,7.8,382255,"$119,358,727.00"
AustraliaÂ ,Baz Luhrmann,245,165,Bryan Brown,Essie Davis,Adventure,Drama,"$49,551,662.00 ",450,English,Australia,PG-13,"$130,000,000.00 ",2008,6.6,102338,"-$80,448,338.00"
After EarthÂ ,M. Night Shyamalan,349,100,ZoÃ« Kravitz,Will Smith,Action,Adventure,"$60,522,097.00 ",744,English,USA,PG-13,"$130,000,000.00 ",2013,4.9,158720,"-$69,477,903.00"
DinosaurÂ ,Eric Leighton,145,82,D.B. Sweeney,Alfre Woodard,Adventure,Animation,"$137,748,063.00 ",241,English,USA,PG,"$127,500,000.00 ",2000,6.5,38438,"$10,248,063.00"
Harry Potter and the Deathly Hallows: Part IIÂ ,Matt Birch,1,103,Dave Legeno,Rupert Grint,Action,Fantasy,"$25,517,500.00 ",2,English,UK,Unknown,"$20,000,000.00 ",2011,7.5,381,"$5,517,500.00"
Night at the Museum: Secret of the TombÂ ,Shawn Levy,154,98,Rami Malek,Robin Williams,Adventure,Comedy,"$113,733,726.00 ",126,English,USA,PG,"$127,000,000.00 ",2014,6.2,67223,"-$13,266,274.00"
MegamindÂ ,Tom McGrath,233,95,Brad Pitt,J.K. Simmons,Action,Animation,"$148,337,537.00 ",187,English,USA,PG,"$130,000,000.00 ",2010,7.3,172754,"$18,337,537.00"
Harry Potter and the Sorcerer's StoneÂ ,Chris Columbus,258,159,Fiona Shaw,Daniel Radcliffe,Adventure,Family,"$317,557,891.00 ",1571,English,UK,PG,"$125,000,000.00 ",2001,7.5,444683,"$192,557,891.00"
R.I.P.D.Â ,Robert Schwentke,208,96,Jeff Bridges,Ryan Reynolds,Action,Comedy,"$33,592,415.00 ",210,English,USA,PG-13,"$130,000,000.00 ",2013,5.6,91640,"-$96,407,585.00"
Pirates of the Caribbean: The Curse of the Black PearlÂ ,Gore Verbinski,271,143,Orlando Bloom,Johnny Depp,Action,Adventure,"$305,388,685.00 ",2113,English,USA,PG-13,"$140,000,000.00 ",2003,8.1,809474,"$165,388,685.00"
Harry Potter and the Deathly Hallows: Part IÂ ,Matt Birch,4,103,Toby Jones,Rupert Grint,Fantasy,NA,"$25,517,500.00 ",2,English,UK,Unknown,"$20,000,000.00 ",2010,6.4,252,"$5,517,500.00"
The Hunger Games: Mockingjay - Part 1Â ,Francis Lawrence,403,123,Philip Seymour Hoffman,Jennifer Lawrence,Adventure,Sci-Fi,"$337,103,873.00 ",591,English,USA,PG-13,"$125,000,000.00 ",2014,6.7,305008,"$212,103,873.00"
The Da Vinci CodeÂ ,Ron Howard,294,174,Seth Gabel,Tom Hanks,Mystery,Thriller,"$217,536,138.00 ",1966,English,USA,PG-13,"$125,000,000.00 ",2006,6.6,314253,"$92,536,138.00"
Rio 2Â ,Carlos Saldanha,159,101,Rachel Crow,Miguel Ferrer,Adventure,Animation,"$131,536,019.00 ",99,English,USA,G,"$103,000,000.00 ",2014,6.4,58498,"$28,536,019.00"
X-Men 2Â ,Bryan Singer,289,134,Bruce Davison,Hugh Jackman,Action,Adventure,"$214,948,780.00 ",1055,English,Canada,PG-13,"$110,000,000.00 ",2003,7.5,405973,"$104,948,780.00"
Fast FiveÂ ,Justin Lin,342,132,Vin Diesel,Paul Walker,Action,Crime,"$209,805,005.00 ",366,English,USA,PG-13,"$125,000,000.00 ",2011,7.3,284792,"$84,805,005.00"
Sherlock Holmes: A Game of ShadowsÂ ,Guy Ritchie,382,129,Eddie Marsan,Robert Downey Jr.,Action,Adventure,"$186,830,669.00 ",412,English,USA,PG-13,"$125,000,000.00 ",2011,7.5,338635,"$61,830,669.00"
Clash of the TitansÂ ,Louis Leterrier,344,106,Jason Flemyng,Liam Neeson,Action,Adventure,"$163,192,114.00 ",637,English,USA,PG-13,"$125,000,000.00 ",2010,5.8,229679,"$38,192,114.00"
Total RecallÂ ,Paul Verhoeven,196,113,Rachel Ticotin,Ronny Cox,Action,Sci-Fi,"$119,412,921.00 ",391,English,USA,R,"$65,000,000.00 ",1990,7.5,240241,"$54,412,921.00"
The 13th WarriorÂ ,John McTiernan,85,102,Vladimir Kulich,Tony Curran,Action,Adventure,"$32,694,788.00 ",546,English,USA,R,"$85,000,000.00 ",1999,6.6,101411,"-$52,305,212.00"
The Bourne LegacyÂ ,Tony Gilroy,436,135,Scott Glenn,Jeremy Renner,Action,Adventure,"$113,165,635.00 ",504,English,USA,PG-13,"$125,000,000.00 ",2012,6.7,229823,"-$11,834,365.00"
Batman & RobinÂ ,Joel Schumacher,183,125,Vivica A. Fox,Michael Gough,Action,NA,"$107,285,004.00 ",1018,English,USA,PG-13,"$125,000,000.00 ",1997,3.7,189855,"-$17,714,996.00"
How the Grinch Stole ChristmasÂ ,Ron Howard,175,110,T.J. Thyne,Clint Howard,Comedy,Family,"$260,031,035.00 ",482,English,USA,PG,"$123,000,000.00 ",2000,6,141414,"$137,031,035.00"
The Day After TomorrowÂ ,Roland Emmerich,239,124,Dennis Quaid,Jake Gyllenhaal,Action,Adventure,"$186,739,919.00 ",1159,English,USA,PG-13,"$125,000,000.00 ",2004,6.4,333248,"$61,739,919.00"
Mission: Impossible IIÂ ,John Woo,237,123,Dougray Scott,Tom Cruise,Action,Adventure,"$215,397,307.00 ",1426,English,USA,PG-13,"$125,000,000.00 ",2000,6.1,242188,"$90,397,307.00"
The Perfect StormÂ ,Wolfgang Petersen,231,130,Mary Elizabeth Mastrantonio,Karen Allen,Action,Adventure,"$182,618,434.00 ",779,English,USA,PG-13,"$140,000,000.00 ",2000,6.4,133076,"$42,618,434.00"
Fantastic 4: Rise of the Silver SurferÂ ,Tim Story,262,92,Ioan Gruffudd,Chris Evans,Action,Adventure,"$131,920,333.00 ",436,English,USA,PG,"$130,000,000.00 ",2007,5.6,213275,"$1,920,333.00"
Life of PiÂ ,Ang Lee,552,127,Rafe Spall,Suraj Sharma,Adventure,Drama,"$124,976,634.00 ",755,English,USA,PG,"$120,000,000.00 ",2012,8,440084,"$4,976,634.00"
Ghost RiderÂ ,Mark Steven Johnson,276,123,Matt Long,Nicolas Cage,Action,Fantasy,"$115,802,596.00 ",681,English,USA,PG-13,"$110,000,000.00 ",2007,5.2,182661,"$5,802,596.00"
Jason BourneÂ ,Paul Greengrass,267,123,Riz Ahmed,Matt Damon,Action,Thriller,"$108,521,835.00 ",297,English,UK,PG-13,"$120,000,000.00 ",2016,7.1,40123,"-$11,478,165.00"
Charlie's Angels: Full ThrottleÂ ,McG,102,107,Bernie Mac,Demi Moore,Action,Adventure,"$100,685,880.00 ",554,English,USA,PG-13,"$120,000,000.00 ",2003,4.8,100821,"-$19,314,120.00"
PrometheusÂ ,Ridley Scott,775,124,Charlize Theron,Michael Fassbender,Adventure,Mystery,"$126,464,904.00 ",2326,English,USA,R,"$130,000,000.00 ",2012,7,456260,"-$3,535,096.00"
Stuart Little 2Â ,Rob Minkoff,71,77,Brad Garrett,Nathan Lane,Adventure,Animation,"$64,736,114.00 ",69,English,USA,PG,"$120,000,000.00 ",2002,5.4,36471,"-$55,263,886.00"
ElysiumÂ ,Neill Blomkamp,476,109,Sharlto Copley,Matt Damon,Action,Drama,"$93,050,117.00 ",814,English,USA,R,"$115,000,000.00 ",2013,6.6,338087,"-$21,949,883.00"
The Chronicles of RiddickÂ ,David Twohy,207,134,Alexa Davalos,Vin Diesel,Action,Adventure,"$57,637,485.00 ",666,English,USA,PG-13,"$105,000,000.00 ",2004,6.7,183909,"-$47,362,515.00"
RoboCopÂ ,JosÃ© Padilha,492,117,Abbie Cornish,Gary Oldman,Action,Crime,"$58,607,007.00 ",630,English,USA,PG-13,"$100,000,000.00 ",2014,6.2,182899,"-$41,392,993.00"
Speed RacerÂ ,Lana Wachowski,284,135,Kick Gurry,Scott Porter,Action,Family,"$43,929,341.00 ",414,English,USA,PG,"$120,000,000.00 ",2008,6.1,57873,"-$76,070,659.00"
How Do You KnowÂ ,James L. Brooks,168,121,Domenick Lombardozzi,Shelley Conn,Comedy,Drama,"$30,212,620.00 ",196,English,USA,PG-13,"$120,000,000.00 ",2010,5.3,35066,"-$89,787,380.00"
Knight and DayÂ ,James Mangold,283,117,Marc Blucas,Tom Cruise,Action,Comedy,"$76,418,654.00 ",348,English,USA,PG-13,"$117,000,000.00 ",2010,6.3,148280,"-$40,581,346.00"
OblivionÂ ,Joseph Kosinski,539,124,Tom Cruise,Morgan Freeman,Action,Adventure,"$89,021,735.00 ",892,English,USA,PG-13,"$120,000,000.00 ",2013,7,387436,"-$30,978,265.00"
Star Wars: Episode III - Revenge of the SithÂ ,George Lucas,359,140,Christopher Lee,Natalie Portman,Action,Adventure,"$380,262,555.00 ",3286,English,USA,PG-13,"$113,000,000.00 ",2005,7.6,520104,"$267,262,555.00"
Star Wars: Episode II - Attack of the ClonesÂ ,George Lucas,284,142,Christopher Lee,Natalie Portman,Action,Adventure,"$310,675,583.00 ",3516,English,USA,PG,"$115,000,000.00 ",2002,6.7,464310,"$195,675,583.00"
"Monsters, Inc.Â ",Pete Docter,250,92,John Ratzenberger,Steve Buscemi,Adventure,Animation,"$289,907,418.00 ",593,English,USA,G,"$115,000,000.00 ",2001,8.1,585659,"$174,907,418.00"
The WolverineÂ ,James Mangold,440,138,Tao Okamoto,Hugh Jackman,Action,Adventure,"$132,550,960.00 ",533,English,USA,PG-13,"$120,000,000.00 ",2013,6.7,328067,"$12,550,960.00"
Star Wars: Episode I - The Phantom MenaceÂ ,George Lucas,320,136,Liam Neeson,Natalie Portman,Action,Adventure,"$474,544,677.00 ",3597,English,USA,PG,"$115,000,000.00 ",1999,6.5,534658,"$359,544,677.00"
The CroodsÂ ,Kirk De Micco,257,98,Emma Stone,Ryan Reynolds,Adventure,Animation,"$187,165,546.00 ",195,English,USA,PG,"$135,000,000.00 ",2013,7.3,150618,"$52,165,546.00"
Asterix at the Olympic GamesÂ ,FrÃ©dÃ©ric Forestier,33,116,Santiago Segura,Alain Delon,Adventure,Comedy,"$25,517,500.00 ",36,French,France,Unknown,"$78,000,000.00 ",2008,5.1,20567,"-$52,482,500.00"
WindtalkersÂ ,John Woo,152,153,Roger Willie,Nicolas Cage,Action,Drama,"$40,911,830.00 ",454,English,USA,R,"$115,000,000.00 ",2002,6,55994,"-$74,088,170.00"
The Huntsman: Winter's WarÂ ,Cedric Nicolas-Troyan,231,120,Sam Claflin,Chris Hemsworth,Action,Adventure,"$47,952,020.00 ",134,English,USA,PG-13,"$115,000,000.00 ",2016,6.1,37750,"-$67,047,980.00"
Teenage Mutant Ninja TurtlesÂ ,Jonathan Liebesman,348,101,Danny Woodburn,Noel Fisher,Action,Adventure,"$190,871,240.00 ",491,English,USA,PG-13,"$125,000,000.00 ",2014,5.9,167085,"$65,871,240.00"
GravityÂ ,Alfonso CuarÃ?n,738,91,Basher Savage,Phaldut Sharma,Adventure,Drama,"$274,084,951.00 ",1885,English,UK,PG-13,"$100,000,000.00 ",2013,7.8,582917,"$174,084,951.00"
